epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
363,397.322,0.393,1.86834,0.85504,0.95053,0.95006,0.96138,0.69227,0.72202,2.98649,1.15755,0.000536828,0.000536828,0.000536828
364,398.416,0.41334,1.86368,0.89862,0.94989,0.94923,0.96138,0.69981,0.71586,3.03406,1.15354,0.000529683,0.000529683,0.000529683
365,399.504,0.35303,1.77129,0.83758,0.91229,0.95115,0.95763,0.69062,0.72725,3.02822,1.15473,0.000522576,0.000522576,0.000522576
366,400.659,0.35004,1.73584,0.84777,0.91229,0.95115,0.95763,0.69062,0.72725,3.02822,1.15473,0.000515508,0.000515508,0.000515508
367,401.739,0.34055,1.73674,0.85107,0.90927,0.94941,0.95672,0.699,0.72893,3.162,1.15459,0.000508479,0.000508479,0.000508479
368,402.821,0.36439,1.69292,0.8634,0.90079,0.94501,0.95591,0.70412,0.72471,3.10742,1.14227,0.00050149,0.00050149,0.00050149
369,403.905,0.37648,1.95069,0.84997,0.89101,0.94497,0.95866,0.70303,0.71475,3.13704,1.13754,0.00049454,0.00049454,0.00049454
370,404.991,0.36716,1.81193,0.83955,0.8942,0.94516,0.95866,0.71205,0.70605,3.07995,1.13355,0.00048763,0.00048763,0.00048763
371,406.08,0.34048,1.71941,0.82731,0.89494,0.945,0.95866,0.71138,0.70142,3.04552,1.13048,0.00048076,0.00048076,0.00048076
372,407.166,0.36501,1.75137,0.8515,0.895,0.94318,0.95866,0.71644,0.70921,3.07819,1.13286,0.00047393,0.00047393,0.00047393
373,408.249,0.43279,2.05778,0.87903,0.98879,0.85792,0.95866,0.71217,0.70374,3.0711,1.12228,0.000467141,0.000467141,0.000467141
374,409.314,0.35223,1.74491,0.8506,0.98879,0.85792,0.95866,0.71217,0.70374,3.0711,1.12228,0.000460394,0.000460394,0.000460394
375,410.476,0.34848,1.77978,0.85002,0.98949,0.8512,0.95549,0.70918,0.71239,3.08274,1.12469,0.000453687,0.000453687,0.000453687
376,411.571,0.40436,1.91816,0.87863,0.91938,0.90409,0.95866,0.70488,0.71522,3.03719,1.12365,0.000447022,0.000447022,0.000447022
377,412.669,0.37237,1.86652,0.86,0.89927,0.92808,0.95984,0.70398,0.71535,3.02902,1.12009,0.000440398,0.000440398,0.000440398
378,413.75,0.33307,1.64712,0.82365,0.98877,0.8577,0.95984,0.71112,0.71072,3.02486,1.11822,0.000433817,0.000433817,0.000433817
379,414.84,0.32612,1.69548,0.83847,0.95059,0.94861,0.96359,0.71279,0.72949,3.0335,1.13329,0.000427278,0.000427278,0.000427278
380,415.912,0.37383,1.79867,0.84745,0.95027,0.94689,0.96359,0.70509,0.727,3.00039,1.12797,0.000420781,0.000420781,0.000420781
381,417.008,0.36881,1.80266,0.86328,0.95082,0.94877,0.96359,0.70075,0.73073,3.00969,1.1319,0.000414327,0.000414327,0.000414327
382,418.067,0.37418,1.85208,0.83623,0.95082,0.94877,0.96359,0.70075,0.73073,3.00969,1.1319,0.000407917,0.000407917,0.000407917
383,419.157,0.32841,1.71606,0.84003,0.9505,0.94968,0.96359,0.70359,0.72988,2.97019,1.13229,0.000401549,0.000401549,0.000401549
384,420.318,0.34321,1.73961,0.83566,0.94992,0.94898,0.96359,0.70209,0.72848,2.9639,1.1388,0.000395225,0.000395225,0.000395225
385,421.393,0.34448,1.65777,0.83268,0.94961,0.94935,0.96359,0.68962,0.7336,2.9444,1.13835,0.000388945,0.000388945,0.000388945
386,422.471,0.37787,1.81432,0.86367,0.94951,0.95,0.96359,0.69442,0.73114,2.96991,1.14101,0.000382709,0.000382709,0.000382709
387,423.56,0.33343,1.66528,0.84843,0.94971,0.95054,0.96359,0.69631,0.73735,2.94376,1.14623,0.000376517,0.000376517,0.000376517
388,424.643,0.38222,1.7988,0.86745,0.94931,0.95003,0.96359,0.69631,0.73346,2.89884,1.14414,0.00037037,0.00037037,0.00037037
389,425.736,0.36387,1.7458,0.84723,0.95017,0.95116,0.96359,0.69631,0.73333,2.89457,1.14548,0.000364267,0.000364267,0.000364267
390,426.799,0.34489,1.70563,0.84429,0.95017,0.95116,0.96359,0.69631,0.73333,2.89457,1.14548,0.00035821,0.00035821,0.00035821
391,427.879,0.37397,1.92148,0.86731,0.95191,0.9543,0.96359,0.69749,0.73334,2.90157,1.14997,0.000352197,0.000352197,0.000352197
